cve_id,matched_keyword,published,cvss_score,cvss_vector,cvss_version,cvss_source,reference_count,sample_cpe,description,nvd_url,tier,package,installed_version,expected_vulnerable,source_advisory_url,notes
CVE-2017-1002100,kubernetes,2017-09-14,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:kubernetes:kubernetes:1.6.0:*:*:*:*:*:*:*,"Default access permissions for Persistent Volumes (PVs) created by the Kubernetes Azure cloud provider in versions 1.6.0 to 1.6.5 are set to ""container"" which exposes a URI that can be accessed without authentication on the public internet. Access to",https://nvd.nist.gov/vuln/detail/CVE-2017-1002100,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/47611,
CVE-2017-1002102,kubernetes,2018-03-13,7.1,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H,cvssMetricV30,jordan@liggitt.net,4,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes versions 1.3.x, 1.4.x, 1.5.x, 1.6.x and prior to versions 1.7.14, 1.8.9 and 1.9.4 containers using a secret, configMap, projected or downwardAPI volume can trigger deletion of arbitrary files/directories from the nodes where they are ru",https://nvd.nist.gov/vuln/detail/CVE-2017-1002102,medium(suggested),,,,https://access.redhat.com/errata/RHSA-2018:0475,
CVE-2018-0268,kubernetes,2018-05-17,10.0,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:cisco:digital_network_architecture_center:*:*:*:*:*:*:*:*,"A vulnerability in the container management subsystem of Cisco Digital Network Architecture (DNA) Center could allow an unauthenticated, remote attacker to bypass authentication and gain elevated privileges. This vulnerability is due to an insecure d",https://nvd.nist.gov/vuln/detail/CVE-2018-0268,medium(suggested),,,,http://www.securityfocus.com/bid/104192,
CVE-2018-5256,kubernetes,2018-05-18,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:redhat:tectonic:*:*:*:*:*:*:*:*,CoreOS Tectonic 1.7.x before 1.7.9-tectonic.4 and 1.8.x before 1.8.4-tectonic.3 mounts a direct proxy to the kubernetes cluster at /api/kubernetes/ which is accessible without authentication to Tectonic and allows an attacker to directly connect to t,https://nvd.nist.gov/vuln/detail/CVE-2018-5256,medium(suggested),,,,https://coreos.com/blog/tectonic-namespace-information-disclosure-vulnerability-patched,
CVE-2018-1000400,kubernetes,2018-05-18,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:kubernetes:cri-o:*:*:*:*:*:*:*:*,"Kubernetes CRI-O version prior to 1.9 contains a Privilege Context Switching Error (CWE-270) vulnerability in the handling of ambient capabilities that can result in containers running with elevated privileges, allowing users abilities they should no",https://nvd.nist.gov/vuln/detail/CVE-2018-1000400,medium(suggested),,,,http://www.securityfocus.com/bid/104262,
CVE-2018-5543,kubernetes,2018-07-31,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:f5:big-ip_controller:*:*:*:*:*:kubernetes:*:*,"The F5 BIG-IP Controller for Kubernetes 1.0.0-1.5.0 (k8s-bigip-crtl) passes BIG-IP username and password as command line parameters, which may lead to disclosure of the credentials used by the container.",https://nvd.nist.gov/vuln/detail/CVE-2018-5543,medium(suggested),,,,http://www.securityfocus.com/bid/104944,
CVE-2018-18843,kubernetes,2018-12-04,10.0,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:gitlab:gitlab:*:*:*:*:enterprise:*:*:*,"The Kubernetes integration in GitLab Enterprise Edition 11.x before 11.2.8, 11.3.x before 11.3.9, and 11.4.x before 11.4.4 has SSRF.",https://nvd.nist.gov/vuln/detail/CVE-2018-18843,medium(suggested),,,,https://about.gitlab.com/2018/11/01/critical-security-release-gitlab-11-dot-4-dot-4-released/,
CVE-2019-3869,kubernetes,2019-03-28,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:redhat:ansible_tower:*:*:*:*:*:*:*:*,"When running Tower before 3.4.3 on OpenShift or Kubernetes, application credentials are exposed to playbook job runs via environment variables. A malicious user with the ability to write playbooks could use this to gain administrative privileges.",https://nvd.nist.gov/vuln/detail/CVE-2019-3869,medium(suggested),,,,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2019-3869,
CVE-2019-4119,kubernetes,2019-05-17,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:ibm:cloud_private:*:*:*:*:*:*:*:*,"IBM Cloud Private Kubernetes API server 2.1.0, 3.1.0, 3.1.1, and 3.1.2 can be used as an HTTP proxy to not only cluster internal but also external target IP addresses. IBM X-Force ID: 158145.",https://nvd.nist.gov/vuln/detail/CVE-2019-4119,medium(suggested),,,,http://www.ibm.com/support/docview.wss?uid=ibm10878460,
CVE-2019-10365,kubernetes,2019-07-31,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:google:kubernetes_engine:*:*:*:*:*:jenkins:*:*,"Jenkins Google Kubernetes Engine Plugin 0.6.2 and earlier created a temporary file containing a temporary access token in the project workspace, where it could be accessed by users with Job/Read permission.",https://nvd.nist.gov/vuln/detail/CVE-2019-10365,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/07/31/1,
CVE-2019-13209,kubernetes,2019-09-04,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:suse:rancher:*:*:*:*:*:*:*:*,"Rancher 2 through 2.2.4 is vulnerable to a Cross-Site Websocket Hijacking attack that allows an exploiter to gain access to clusters managed by Rancher. The attack requires a victim to be logged into a Rancher server, and then to access a third-party",https://nvd.nist.gov/vuln/detail/CVE-2019-13209,medium(suggested),,,,https://forums.rancher.com/c/announcements,
CVE-2019-6648,kubernetes,2019-09-04,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:f5:container_ingress_service:1.9.0:*:*:*:*:*:*:*,"On version 1.9.0, If DEBUG logging is enable, F5 Container Ingress Service (CIS) for Kubernetes and Red Hat OpenShift (k8s-bigip-ctlr) log files may contain BIG-IP secrets such as SSL Private Keys and Private key Passphrases as provided as inputs by ",https://nvd.nist.gov/vuln/detail/CVE-2019-6648,medium(suggested),,,,https://support.f5.com/csp/article/K74327432,
CVE-2019-15728,kubernetes,2019-09-16,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:gitlab:gitlab:*:*:*:*:community:*:*:*,"An issue was discovered in GitLab Community and Enterprise Edition 10.1 through 12.2.1. Protections against SSRF attacks on the Kubernetes integration are insufficient, which could have allowed an attacker to request any local network resource access",https://nvd.nist.gov/vuln/detail/CVE-2019-15728,medium(suggested),,,,https://about.gitlab.com/2019/08/29/security-release-gitlab-12-dot-2-dot-3-released/,
CVE-2019-10417,kubernetes,2019-09-25,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:jenkins:kubernetes_pipeline:*:*:*:*:*:jenkins:*:*,"Jenkins Kubernetes :: Pipeline :: Kubernetes Steps Plugin provides a custom whitelist for script security that allowed attackers to invoke arbitrary methods, bypassing typical sandbox protection.",https://nvd.nist.gov/vuln/detail/CVE-2019-10417,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/09/25/3,
CVE-2019-10418,kubernetes,2019-09-25,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:jenkins:kubernetes_pipeline:*:*:*:*:*:jenkins:*:*,"Jenkins Kubernetes :: Pipeline :: Arquillian Steps Plugin provides a custom whitelist for script security that allowed attackers to invoke arbitrary methods, bypassing typical sandbox protection.",https://nvd.nist.gov/vuln/detail/CVE-2019-10418,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/09/25/3,
CVE-2019-10445,kubernetes,2019-10-16,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:jenkins:google_kubernetes_engine:*:*:*:*:*:jenkins:*:*,A missing permission check in Jenkins Google Kubernetes Engine Plugin 0.7.0 and earlier allowed attackers with Overall/Read permission to obtain limited information about the scope of a credential with an attacker-specified credentials ID.,https://nvd.nist.gov/vuln/detail/CVE-2019-10445,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/10/16/6,
CVE-2019-10468,kubernetes,2019-10-23,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:jenkins:kubernetes_ci:*:*:*:*:*:jenkins:*:*,"A cross-site request forgery vulnerability in Jenkins ElasticBox Jenkins Kubernetes CI/CD Plugin allows attackers to connect to an attacker-specified URL using attacker-specified credentials IDs obtained through another method, capturing credentials ",https://nvd.nist.gov/vuln/detail/CVE-2019-10468,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/10/23/2,
CVE-2019-10469,kubernetes,2019-10-23,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:jenkins:kubernetes_ci:*:*:*:*:*:jenkins:*:*,"A missing permission check in Jenkins ElasticBox Jenkins Kubernetes CI/CD Plugin allows attackers with Overall/Read permission to connect to an attacker-specified URL using attacker-specified credentials IDs obtained through another method, capturing",https://nvd.nist.gov/vuln/detail/CVE-2019-10469,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/10/23/2,
CVE-2019-10470,kubernetes,2019-10-23,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:jenkins:kubernetes_ci:*:*:*:*:*:jenkins:*:*,A missing permission check in Jenkins ElasticBox Jenkins Kubernetes CI/CD Plugin in form-related methods allowed users with Overall/Read access to enumerate credentials ID of credentials stored in Jenkins.,https://nvd.nist.gov/vuln/detail/CVE-2019-10470,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/10/23/2,
CVE-2018-1002102,kubernetes,2019-12-05,2.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:N/A:N,cvssMetricV31,jordan@liggitt.net,4,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,Improper validation of URL redirection in the Kubernetes API server in versions prior to v1.14.0 allows an attacker-controlled Kubelet to redirect API server requests from streaming endpoints to arbitrary hosts. Impacted API servers will follow the r,https://nvd.nist.gov/vuln/detail/CVE-2018-1002102,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/85867,
CVE-2021-25735,kube-apiserver,2021-09-06,6.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,cvssMetricV31,jordan@liggitt.net,4,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,A security issue was discovered in kube-apiserver that could allow node updates to bypass a Validating Admission Webhook. Clusters are only affected by this vulnerability if they run a Validating Admission Webhook for Nodes that denies admission base,https://nvd.nist.gov/vuln/detail/CVE-2021-25735,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/100096,
CVE-2020-12831,frr,2020-05-13,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:linuxfoundation:free_range_routing:*:*:*:*:*:*:*:*,"An issue was discovered in FRRouting FRR (aka Free Range Routing) through 7.3.1. When using the split-config feature, the init script creates an empty config file with world-readable default permissions, leading to a possible information leak via too",https://nvd.nist.gov/vuln/detail/CVE-2020-12831,medium(suggested),,,,https://bugzilla.redhat.com/show_bug.cgi?id=1830805,
CVE-2023-3748,frr,2023-07-24,3.5,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,cvssMetricV31,secalert@redhat.com,4,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"A flaw was found in FRRouting when parsing certain babeld unicast hello messages that are intended to be ignored. This issue may allow an attacker to send specially crafted hello messages with the unicast flag set, the interval field set to 0, or any",https://nvd.nist.gov/vuln/detail/CVE-2023-3748,medium(suggested),,,,https://access.redhat.com/security/cve/CVE-2023-3748,
CVE-2023-41361,frr,2023-08-29,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,An issue was discovered in FRRouting FRR 9.0. bgpd/bgp_open.c does not check for an overly large length of the rcv software version.,https://nvd.nist.gov/vuln/detail/CVE-2023-41361,medium(suggested),,,,https://github.com/FRRouting/frr/pull/14241,
CVE-2024-31950,frr,2024-04-07,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,4,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"In FRRouting (FRR) through 9.1, there can be a buffer overflow and daemon crash in ospf_te_parse_ri for OSPF LSA packets during an attempt to read Segment Routing subTLVs (their size is not validated).",https://nvd.nist.gov/vuln/detail/CVE-2024-31950,medium(suggested),,,,https://github.com/FRRouting/frr/pull/15674/,
CVE-2024-31951,frr,2024-04-07,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,4,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"In the Opaque LSA Extended Link parser in FRRouting (FRR) through 9.1, there can be a buffer overflow and daemon crash in ospf_te_parse_ext_link for OSPF LSA packets during an attempt to read Segment Routing Adjacency SID subTLVs (lengths are not val",https://nvd.nist.gov/vuln/detail/CVE-2024-31951,medium(suggested),,,,https://github.com/FRRouting/frr/pull/15674/,
CVE-2018-19911,freeswitch,2018-12-06,7.5,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH through 1.8.2, when mod_xml_rpc is enabled, allows remote attackers to execute arbitrary commands via the api/system or txtapi/system (or api/bg_system or txtapi/bg_system) query string on TCP port 8080, as demonstrated by an api/system?ca",https://nvd.nist.gov/vuln/detail/CVE-2018-19911,medium(suggested),,,,https://github.com/iSafeBlue/freeswitch_rce/blob/master/README-en.md,
CVE-2021-41145,freeswitch,2021-10-25,8.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,4,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. FreeSWITCH prior to version 1.10.7 is susceptible to Denial of Serv,https://nvd.nist.gov/vuln/detail/CVE-2021-41145,medium(suggested),,,,https://github.com/signalwire/freeswitch/releases/tag/v1.10.7,
CVE-2023-40018,freeswitch,2023-09-15,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,4,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. Prior to version 1.10.10, FreeSWITCH allows remote users to trigger",https://nvd.nist.gov/vuln/detail/CVE-2023-40018,medium(suggested),,,,https://github.com/signalwire/freeswitch/releases/tag/v1.10.10,
CVE-2023-40019,freeswitch,2023-09-15,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,4,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. Prior to version 1.10.10, FreeSWITCH allows authorized users to cau",https://nvd.nist.gov/vuln/detail/CVE-2023-40019,medium(suggested),,,,https://github.com/signalwire/freeswitch/releases/tag/v1.10.10,
CVE-2015-9048,rtp,2017-08-18,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:google:android:*:*:*:*:*:*:*:*,"In all Qualcomm products with Android releases from CAF using the Linux kernel, a vulnerability exists in the processing of lost RTP packets.",https://nvd.nist.gov/vuln/detail/CVE-2015-9048,medium(suggested),,,,http://www.securityfocus.com/bid/99467,
CVE-2016-10410,rtp,2018-04-18,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:qualcomm:mdm9206_firmware:-:*:*:*:*:*:*:*,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 425",https://nvd.nist.gov/vuln/detail/CVE-2016-10410,medium(suggested),,,,http://www.securityfocus.com/bid/103671,
CVE-2016-10411,rtp,2018-04-18,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:qualcomm:sd_210_firmware:-:*:*:*:*:*:*:*,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 210/SD 212/SD 205, SD 400, SD 410/12, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 808, SD 810, SD 820, and SD 835, RTP daemon cr",https://nvd.nist.gov/vuln/detail/CVE-2016-10411,medium(suggested),,,,http://www.securityfocus.com/bid/103671,
CVE-2018-6344,rtp,2018-12-31,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:whatsapp:whatsapp:*:*:*:*:*:iphone_os:*:*,"A heap corruption in WhatsApp can be caused by a malformed RTP packet being sent after a call is established. The vulnerability can be used to cause denial of service. It affects WhatsApp for Android prior to v2.18.293, WhatsApp for iOS prior to v2.1",https://nvd.nist.gov/vuln/detail/CVE-2018-6344,medium(suggested),,,,http://www.securityfocus.com/bid/106365,
CVE-2017-18329,rtp,2019-01-03,7.8,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:qualcomm:mdm9615_firmware:-:*:*:*:*:*:*:*,"Possible Buffer overflow when transmitting an RTP packet in snapdragon automobile and snapdragon wear in versions MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 43",https://nvd.nist.gov/vuln/detail/CVE-2017-18329,medium(suggested),,,,http://www.securityfocus.com/bid/106128,
CVE-2018-6350,rtp,2019-06-14,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:whatsapp:whatsapp:*:*:*:*:*:android:*:*,"An out-of-bounds read was possible in WhatsApp due to incorrect parsing of RTP extension headers. This issue affects WhatsApp for Android prior to 2.18.276, WhatsApp Business for Android prior to 2.18.99, WhatsApp for iOS prior to 2.18.100.6, WhatsAp",https://nvd.nist.gov/vuln/detail/CVE-2018-6350,hard(suggested),,,,http://www.securityfocus.com/bid/108803,
CVE-2019-15136,rtp,2019-08-18,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:eprosima:fast-rtps:*:*:*:*:*:*:*:*,"The Access Control plugin in eProsima Fast RTPS through 1.9.0 does not check partition permissions from remote participant connections, which can lead to policy bypass for a secure Data Distribution Service (DDS) partition.",https://nvd.nist.gov/vuln/detail/CVE-2019-15136,hard(suggested),,,,https://arxiv.org/abs/1908.05310,
CVE-2019-15137,rtp,2019-08-18,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:eprosima:fast-rtps:*:*:*:*:*:*:*:*,"The Access Control plugin in eProsima Fast RTPS through 1.9.0 allows fnmatch pattern matches with topic name strings (instead of the permission expressions themselves), which can lead to unintended connections between participants in a Data Distribut",https://nvd.nist.gov/vuln/detail/CVE-2019-15137,hard(suggested),,,,https://arxiv.org/abs/1908.05310,
CVE-2019-15639,rtp,2019-09-09,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,4,cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*,main/translate.c in Sangoma Asterisk 13.28.0 and 16.5.0 allows a remote attacker to send a specific RTP packet during a call and cause a crash in a specific scenario.,https://nvd.nist.gov/vuln/detail/CVE-2019-15639,hard(suggested),,,,http://downloads.asterisk.org/pub/security/AST-2019-005.html,
CVE-2014-6598,diameter,2015-01-21,7.6,AV:N/AC:H/Au:N/C:C/I:C/A:C,cvssMetricV2,nvd@nist.gov,4,cpe:2.3:a:oracle:communications_applications:3.0:*:*:*:*:*:*:*,"Unspecified vulnerability in the Oracle Communications Diameter Signaling Router component in Oracle Communications Applications 3.x, 4.x, and 5.0 allows remote attackers to affect confidentiality, integrity, and availability via vectors related to S",https://nvd.nist.gov/vuln/detail/CVE-2014-6598,hard(suggested),,,,http://www.oracle.com/technetwork/topics/security/cpujan2015-1972971.html,
CVE-2015-2608,diameter,2015-10-21,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,cvssMetricV2,nvd@nist.gov,4,cpe:2.3:a:oracle:communications_applications:*:*:*:*:*:*:*:*,"Unspecified vulnerability in (1) the Oracle Communications Diameter Signaling Router (DSR) component in Oracle Communications Applications 4.1.6 and earlier, 5.1.0 and earlier, 6.0.2 and earlier, and 7.1.0 and earlier; (2) the Oracle Communications P",https://nvd.nist.gov/vuln/detail/CVE-2015-2608,hard(suggested),,,,http://www.oracle.com/technetwork/topics/security/cpuoct2015-2367953.html,
CVE-2018-5522,diameter,2018-06-01,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*,"On F5 BIG-IP 13.0.0, 12.0.0-12.1.2, 11.6.1-11.6.3.1, 11.5.1-11.5.5, or 11.2.1, when processing DIAMETER transactions with carefully crafted attribute-value pairs, TMM may crash.",https://nvd.nist.gov/vuln/detail/CVE-2018-5522,hard(suggested),,,,http://www.securityfocus.com/bid/104384,
CVE-2018-0181,diameter,2019-01-10,7.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,cvssMetricV30,psirt@cisco.com,4,cpe:2.3:a:cisco:cisco_policy_suite_diameter_routing_agent:-:*:*:*:*:*:*:*,"A vulnerability in the Redis implementation used by the Cisco Policy Suite for Mobile and Cisco Policy Suite Diameter Routing Agent software could allow an unauthenticated, remote attacker to modify key-value pairs for short-lived events stored by th",https://nvd.nist.gov/vuln/detail/CVE-2018-0181,hard(suggested),,,,http://www.securityfocus.com/bid/106547,
CVE-2019-2399,diameter,2019-01-16,6.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:oracle:communications_diameter_signaling_router:*:*:*:*:*:*:*:*,Vulnerability in the Oracle Communications Diameter Signaling Router (DSR) component of Oracle Communications Applications (subcomponent: Security). The supported version that is affected is prior to 8.3. Easily exploitable vulnerability allows unaut,https://nvd.nist.gov/vuln/detail/CVE-2019-2399,hard(suggested),,,,http://www.oracle.com/technetwork/security-advisory/cpujan2019-5072801.html,
CVE-2015-4275,gtp,2015-07-16,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,cvssMetricV2,nvd@nist.gov,4,cpe:2.3:a:cisco:asr_5000_series_software:18.0.0.59167:*:*:*:*:*:*:*,"The Packet Data Network Gateway (aka PGW) component on Cisco ASR 5000 devices with software 18.0.0.59167 and 18.0.0.59211 allows remote attackers to cause a denial of service via a malformed header in a GTPv2 packet, aka Bug ID CSCut11534.",https://nvd.nist.gov/vuln/detail/CVE-2015-4275,hard(suggested),,,,http://tools.cisco.com/security/center/viewAlert.x?alertId=39934,
CVE-2016-1436,gtp,2016-06-23,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:cisco:asr_5000_software:17.2.0:*:*:*:*:*:*:*,The General Packet Radio Switching Tunneling Protocol 1 (aka GTPv1) implementation on Cisco ASR 5000 Packet Data Network Gateway devices before 19.4 allows remote attackers to cause a denial of service (Session Manager process restart) via a crafted ,https://nvd.nist.gov/vuln/detail/CVE-2016-1436,hard(suggested),,,,http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160621-asr,
CVE-2016-4030,lte,2017-04-13,6.8,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:o:samsung:galaxy_s6_firmware:g920fxxu2coh2:*:*:*:*:*:*:*,"Samsung SM-G920F build G920FXXU2COH2 (Galaxy S6), SM-N9005 build N9005XXUGBOK6 (Galaxy Note 3), GT-I9192 build I9192XXUBNB1 (Galaxy S4 mini), GT-I9195 build I9195XXUCOL1 (Galaxy S4 mini LTE), and GT-I9505 build I9505XXUHOJ2 (Galaxy S4) devices have u",https://nvd.nist.gov/vuln/detail/CVE-2016-4030,hard(suggested),,,,http://www.securityfocus.com/bid/97701,
